ID,NAME,LABEL,THEME_NAME,DTT_ID2010,DTT_NM2010,DTT_LB2010,RGN_NM2012,AREA_M2,gdppersqkm,sex,Age,Estimate,Year
622,Mampong Municipal,Mampong Municipal,MAMPONG MUNICIPAL,505,Mampong,Mampong,Ashanti,670447999.4,670,f,50,1683,2017
623,Sekyere East,Sekyere East,SEKYERE EAST,526,Sekyere East,Sekyere East,Ashanti,239245042.8,239,f,50,573,2017
624,Sekyere Afram Plains,Sekyere Afram Plains,SEKYERE AFRAM PLAINS,529,Sekyere Afram Plains,Sekyere Afram Plains,Ashanti,576942996.7,577,f,50,728,2017
625,Sekyere Central,Sekyere Central,SEKYERE CENTRAL,519,Sekyere Central,Sekyere Central,Ashanti,1632232263,1632,f,50,1328,2017
626,Ejura Sekye Dumase,Ejura Sekye Dumase,EJURA SEKYE DUMASI,509,Ejura Sekyedumase,Ejura Sekyedumase,Ashanti,1340670001,1341,f,50,1520,2017
627,Offinso North,Offinso North,OFFINSO NORTH,522,Offinso North,Offinso North,Ashanti,945746714.5,946,f,50,928,2017
628,Asokore Mampong Municipal,Asokore Mampong Municipal,ASOKORE MAMPONG MUNICIPAL,501,Kumasi,Kumasi,Ashanti,23919951.39,24,f,50,4422,2017
629,Asante Akim North,Asante Akim North,ASANTE AKIM NORTH,528,Asante Akim North,Asante Akim North,Ashanti,1126721323,1127,f,50,1607,2017
630,Sekyere Afram Plains North,Sekyere Afram Plains North,SEKYERE AFRAM PLAINS NORTH,529,Sekyere Afram Plains,Sekyere Afram Plains,Ashanti,3529350951,3529,f,50,1115,2017
701,Asunafo South,Asunafo South,ASUNAFO SOUTH,712,Asunafo South,Asunafo South,Brong Ahafo,922743411.7,923,f,50,2043,2017
702,Asunafo North,Asunafo North,ASUNAFO NORTH MUNICIPAL,702,Asunafo North,Asunafo North,Brong Ahafo,1410365078,1410,f,50,2392,2017
703,Asutifi North,Asutifi North,ASUTIFI NORTH,720,Asutifi,Asutifi,Brong Ahafo,935437953.7,935,f,50,1238,2017
704,Dormaa Municipal,Dormaa Municipal,DORMAA CENTRAL MUNICIPAL,706,Dormaa,Dormaa,Brong Ahafo,1208642805,1209,f,50,2569,2017
705,Dormaa East,Dormaa East,DORMAA MUNICIPAL,718,Dormaa East,Dormaa East,Brong Ahafo,569453662.9,569,f,50,1319,2017
706,Tano South,Tano South,TANO SOUTH,710,Tano South,Tano South,Brong Ahafo,488875840,489,f,50,1204,2017
707,Tano North,Tano North,TANO NORTH,709,Tano North,Tano North,Brong Ahafo,836981203.1,837,f,50,1951,2017
708,Sunyani Municipal,Sunyani Municipal,SUNYANI MUNICIPAL,705,Sunyani,Sunyani,Brong Ahafo,506334040.7,506,f,50,1944,2017
709,Sunyani West,Sunyani West,SUNYANI WEST,719,Sunyani West,Sunyani West,Brong Ahafo,1058555593,1059,f,50,2153,2017
710,Berekum,Berekum,BEREKUM MUNICIPAL,703,Berekum,Berekum,Brong Ahafo,862341418.7,862,f,50,2935,2017
711,Jaman South,Jaman South,JAMAN SOUTH,713,Jaman South,Jaman South,Brong Ahafo,754401618.2,754,f,50,1712,2017
712,Jaman North,Jaman North,JAMAN NORTH,715,Jaman North,Jaman North,Brong Ahafo,1030126393,1030,f,50,1859,2017
713,Tain,Tain,TAIN,722,Tain,Tain,Brong Ahafo,1828456892,1828,f,50,1402,2017
714,Wenchi,Wenchi,WENCHI MUNICIPAL,704,Wenchi,Wenchi,Brong Ahafo,1144543956,1145,f,50,1664,2017
715,Techiman Municipal,Techiman Municipal,TECHIMAN MUNICIPAL,708,Techiman,Techiman,Brong Ahafo,648900191.6,649,f,50,2758,2017
716,Nkoranza South,Nkoranza South,NKORANZA SOUTH,707,Nkoranza South,Nkoranza South,Brong Ahafo,922742981.6,923,f,50,2099,2017
717,Nkoranza North,Nkoranza North,NKORANZA NORTH,717,Nkoranza North,Nkoranza North,Brong Ahafo,1386859309,1387,f,50,1478,2017
718,Atebubu Amantin,Atebubu Amantin,ATEBUBU AMANTIN,711,Atebubu,Atebubu,Brong Ahafo,2626467677,2626,f,50,2549,2017
719,Sene West,Sene West,SENE WEST,721,Sene,Sene,Brong Ahafo,3266666490,3267,f,50,1305,2017
720,Pru,Pru,PRU,714,Pru,Pru,Brong Ahafo,3223344004,3223,f,50,2702,2017
721,Kintampo South,Kintampo South,KINTAMPO SOUTH,716,Kintampo South,Kintampo South,Brong Ahafo,1513253818,1513,f,50,1482,2017
722,Kintampo North,Kintampo North,KINTAMPO NORTH MUNICIPAL,701,Kintampo North,Kintampo North,Brong Ahafo,4888872688,4889,f,50,1934,2017
723,Asutifi South,Asutifi South,ASUTIFI SOUTH,720,Asutifi,Asutifi,Brong Ahafo,596779285.9,597,f,50,915,2017
724,Dormaa West,Dormaa West,DORMAA WEST,706,Dormaa,Dormaa,Brong Ahafo,380443537.9,380,f,50,854,2017
725,Techiman North,Techiman North,TECHIMAN NORTH,708,Techiman,Techiman,Brong Ahafo,389305015.8,389,f,50,1259,2017
726,Banda,Banda,BANDA,722,Tain,Tain,Brong Ahafo,2296585630,2297,f,50,797,2017
727,Sene East,Sene East,SENE EAST,721,Sene,Sene,Brong Ahafo,4400691052,4401,f,50,1375,2017
801,Bole,Bole,BOLE,811,Bole,Bole,Northern,6165410715,6165,f,50,1755,2017
802,Sawla/Tuna/Kalba,Sawla/Tuna/Kalba,SAWLA-TUNA-KALBA,808,Sawla Tuna Kalba,Sawla Tuna Kalba,Northern,4223843942,4224,f,50,1785,2017
803,West Gonja,West Gonja,WEST GONJA,825,Gonja West,Gonja West,Northern,4715460617,4715,f,50,1108,2017
804,Gonja Central,Gonja Central,GONJA CENTRAL,805,Gonja Central,Gonja Central,Northern,7559295676,7559,f,50,1735,2017
805,East Gonja,East Gonja,EAST GONJA,816,Gonja East,Gonja East,Northern,8350985095,8351,f,50,3987,2017
806,Kpandai,Kpandai,KPANDAI,813,Kpandai,Kpandai,Northern,1135210117,1135,f,50,1498,2017
807,Nanumba South,Nanumba South,NANUMBA SOUTH,807,Nanumba South,Nanumba South,Northern,1793023655,1793,f,50,3519,2017
808,Nanumba North,Nanumba North,NANUMBA NORTH,806,Nanumba North,Nanumba North,Northern,2265245609,2265,f,50,2694,2017
809,Zabzugu,Zabzugu,ZABZUGU,817,Zabzugu Tatale,Zabzugu Tatale,Northern,1102850613,1103,f,50,1935,2017
810,Yendi Municipal,Yendi Municipal,YENDI MUNICIPAL,802,Yendi,Yendi,Northern,1449458511,1449,f,50,2272,2017
811,Tamale North Sub Metro,Tamale North Sub Metro,TAMALE METROPOLIS,801,Tamale,Tamale,Northern,647672542.7,648,f,50,4473,2017
812,Tolon,Tolon,TOLON,826,Tolon Kumbungu,Tolon Kumbungu,Northern,1354553389,1355,f,50,974,2017
813,Savelugu Nanton,Savelugu Nanton,SAVELUGU NANTON,803,Savelugu Nanton,Savelugu Nanton,Northern,2024894741,2025,f,50,3469,2017
814,Karaga,Karaga,KARAGA,812,Karaga,Karaga,Northern,3123969931,3124,f,50,2381,2017
815,Gushiegu,Gushiegu,GUSHIEGU,810,Gushegu,Gushegu,Northern,2679059053,2679,f,50,2267,2017
816,Saboba,Saboba,SABOBA,815,Saboba,Saboba,Northern,1755183178,1755,f,50,1405,2017
817,Chereponi,Chereponi,CHEREPONI,814,Chereponi,Chereponi,Northern,1377961980,1378,f,50,1121,2017
818,Bunkpurugu Yonyo,Bunkpurugu Yonyo,BUNKPURUGU YONYO,804,Bunkpurugu Yunyoo,Bunkpurugu Yunyoo,Northern,1259670900,1260,f,50,3037,2017
819,Mamprusi East,Mamprusi East,EAST MAMPRUSI,809,Mamprusi East,Mamprusi East,Northern,1709519918,1710,f,50,2719,2017
820,West Mamprusi,West Mamprusi,WEST MAMPRUSI,818,Mamprusi West,Mamprusi West,Northern,2613240684,2613,f,50,2957,2017
821,North Gonja,North Gonja,NORTH GONJA,825,Gonja West,Gonja West,Northern,4846667821,4847,f,50,842,2017
822,Kumbumgu,Kumbumgu,KUMBUMGU,826,Tolon Kumbungu,Tolon Kumbungu,Northern,1542314965,1542,f,50,874,2017
823,Sagnerigu,Sagnerigu,SAGNERIGU MUNICIPAL,801,Tamale,Tamale,Northern,200628386.3,201,f,50,3499,2017
825,Tatale,Tatale,TATALE,817,Zabzugu Tatale,Zabzugu Tatale,Northern,1093300530,1093,f,50,1207,2017
826,Mamprugu Moagduri,Mamprugu Moagduri,MAMPRUGU MOAGDURI,818,Mamprusi West,Mamprusi West,Northern,2122327295,2122,f,50,1121,2017
901,Builsa North,Builsa North,BUILSA NORTH,1008,Builsa,Builsa,Upper East,816914197.2,817,f,50,1325,2017
904,Bolgatanga Municipal,Bolgatanga Municipal,BOLGATANGA MUNICIPAL,1001,Bolgatanga,Bolgatanga,Upper East,397479987.6,397,f,50,3394,2017
905,Talensi,Talensi,TALENSI,1009,Talensi Nabdam,Talensi Nabdam,Upper East,839390570.1,839,f,50,2209,2017
906,Bongo,Bongo,BONGO,1005,Bongo,Bongo,Upper East,415219980.5,415,f,50,2373,2017
907,Bawku West,Bawku West,BAWKU WEST,1004,Bawku West,Bawku West,Upper East,1072767143,1073,f,50,2684,2017
908,Garu Tempane,Garu Tempane,GARU TEMPANE,1006,Garu Tempane,Garu Tempane,Upper East,1062875642,1063,f,50,4375,2017
909,Bawku Municipal,Bawku Municipal,BAWKU MUNICIPAL,1002,Bawku,Bawku,Upper East,247678178.2,248,f,50,1885,2017
910,Builsa South,Builsa South,BUILSA SOUTH,1008,Builsa,Builsa,Upper East,1241987920,1242,f,50,1407,2017
911,Nabdam,Nabdam,NABDAM,1009,Talensi Nabdam,Talensi Nabdam,Upper East,245258335.8,245,f,50,744,2017
912,Binduri,Binduri,BINDURI,1002,Bawku,Bawku,Upper East,392567406,393,f,50,1985,2017
913,Pusiga,Pusiga,PUSIGA,1002,Bawku,Bawku,Upper East,256239322.7,256,f,50,1367,2017
1001,Wa West,Wa West,WA WEST,903,Wa West,Wa West,Upper West,1490404932,1490,f,50,1899,2017
1002,Wa Municipal,Wa Municipal,WA MUNICIPAL,901,Wa,Wa,Upper West,579358252.4,579,f,50,1898,2017
1003,Wa East,Wa East,WA EAST,902,Wa East,Wa East,Upper West,4295587486,4296,f,50,2923,2017
1004,Sissala East,Sissala East,SISSALA EAST,904,Sissala East,Sissala East,Upper West,5092492185,5092,f,50,2058,2017
1005,Nadowli-Kaleo,Nadowli-Kaleo,NADOWLI-KALEO,909,Nadowli,Nadowli,Upper West,1130820499,1131,f,50,1357,2017
1006,Jirapa,Jirapa,JIRAPA,907,Jirapa,Jirapa,Upper West,1187375701,1187,f,50,2540,2017
1007,Sissala  West,Sissala  West,SISSALA WEST,905,Sissala West,Sissala West,Upper West,2049071501,2049,f,50,868,2017
1008,Lambussie Karni,Lambussie Karni,LAMBUSSIE KARNI,906,Lambussie,Lambussie,Upper West,811029671.6,811,f,50,1738,2017
1009,Lawra,Lawra,LAWRA,911,Lawra Nandom,Lawra Nandom,Upper West,526693508.7,527,f,50,1518,2017
1010,Daffiama Bussie,Daffiama Bussie,DAFFIAMA BUSSIE,909,Nadowli,Nadowli,Upper West,1455143799,1455,f,50,1153,2017
1011,Nandom,Nandom,NANDOM,911,Lawra Nandom,Lawra Nandom,Upper West,404108785.6,404,f,50,1293,2017
903,Kasena Nankana East,Kasena Nankana East,KASENA NANKANA EAST,1003,Kasena Nankani East,Kasena Nankani East,Upper East,767672556.7,768,f,50,3262,2017
902,Kasena Nankana West,Kasena Nankana West,KASENA NANKANA WEST,1007,Kasena Nankani West,Kasena Nankani West,Upper East,873311894.6,873,f,50,1956,2017
414,Kadjebi,Kadjebi,KADJEBI,605,Kadjebi,Kadjebi,Volta,691797360.6,692,f,50,1255,2017
408,Ho Municipal,Ho Municipal,HO MUNICIPAL,604,Ho,Ho,Volta,575356861.5,575,f,50,5132,2017
824,Mion,Mion,MION,802,Yendi,Yendi,Northern,2718940610,2719,f,50,2528,2017
220,Awutu Senya East Municipal,Awutu Senya East Municipal,AWUTU SENYA EAST MUNICIPAL,299,Awutu Senya 2,Awutu Senya 2,Central,108171208.9,108,f,50,2202,2017
101,Jomoro,Jomoro,JOMORO,306,Jomoro,Jomoro,Western,1493755450,1494,f,55,2365,2017
102,Ellembelle,Ellembelle,ELLEMBELLE,312,Ellembelle,Ellembelle,Western,995043496.2,995,f,55,1200,2017
103,Nzema East,Nzema East,NZEMA EAST MUNICIPAL,303,Nzema East,Nzema East,Western,1083336517,1083,f,55,738,2017
104,Ahanta West,Ahanta West,AHANTA WEST,307,Ahanta West,Ahanta West,Western,554072265.7,554,f,55,1659,2017
105,Sekondi Takoradi,Sekondi Takoradi,SEKONDI TAKORADI METROPOLIS,301,Shama Ahanta East,STMA,Western,191662659.9,192,f,55,9282,2017
106,Shama,Shama,SHAMA,310,Shama,Shama,Western,193697018.9,194,f,55,2820,2017
107,Wassa East,Wassa East,WASSA EAST,319,Mpohor Wassa East,Mpohor Wassa East,Western,1652172965,1652,f,55,1044,2017
108,Tarkwa Nsuaem,Tarkwa Nsuaem,TARKWA NSUAEM MUNICIPAL,302,Tarkwa Nsuaem,Tarkwa Nsuaem,Western,904940420.2,905,f,55,1118,2017
109,Prestea / Huni Valley,Prestea / Huni Valley,PRESTEA/HUNI VALLEY,309,Prestea Huni,Prestea Huni,Western,1808660373,1809,f,55,2216,2017
110,Wassa Amenfi East,Wassa Amenfi East,WASSA AMENFI EAST,308,Wassa Amenfi,Wassa Amenfi East,Western,1557438175,1557,f,55,1188,2017
111,Wassa Amenfi West,Wassa Amenfi West,WASSA AMENFI WEST,314,Wassa West,Wassa Amenfi West,Western,1447287361,1447,f,55,844,2017
112,Aowin,Aowin,AOWIN,318,Aowin Suaman,Aowin Suaman,Western,2607090244,2607,f,55,1468,2017
113,Sefwi Akontombra,Sefwi Akontombra,SEFWI AKONTOMBRA,311,Sefwi Akontombra,Sefwi Akontombra,Western,1118720081,1119,f,55,1228,2017
114,Sefwi-Wiawso,Sefwi-Wiawso,SEFWI WIAWSO,304,Sefwi Wiawso,Sefwi Wiawso,Western,1010605044,1011,f,55,1976,2017
115,Sefwi Bibiani-Anhwiaso Bekwai,Sefwi Bibiani-Anhwiaso Bekwai,SEFWI BIBIANI-AHWIASO BEKWAI,305,Bibiani Anhwiaso,Bibiani Anhwiaso,Western,833201679.4,833,f,55,1857,2017
116,Juabeso,Juabeso,JUABESO,321,Juabeso Bia,Juabeso,Western,1367975907,1368,f,55,932,2017
117,Bia West,Bia West,BIA WEST,315,Bia,Bia,Western,1285166341,1285,f,55,923,2017
118,Mpohor,Mpohor,MPOHOR,319,Mpohor Wassa East,Mpohor Wassa East,Western,524468017.2,524,f,55,498,2017
119,Wassa Amenfi Central,Wassa Amenfi Central,WASSA AMENFI CENTRAL,314,Wassa West,Wassa Amenfi West,Western,1844729283,1845,f,55,1109,2017
120,Suaman,Suaman,SUAMAN,318,Aowin Suaman,Aowin Suaman,Western,399521295.2,400,f,55,317,2017
121,Bodi,Bodi,BODI,321,Juabeso Bia,Juabeso,Western,661544027.3,662,f,55,585,2017
122,Bia East,Bia East,BIA EAST,315,Bia,Bia,Western,782375907.3,782,f,55,686,2017
201,Komenda Edna Eguafo / Abirem,Komenda Edna Eguafo / Abirem,KOMENDA-EDINA-EGYAFO-ABIREM MUNICIPAL,202,Komenda Edina Eguafo,Komenda Edina Eguafo,Central,452641918.1,453,f,55,3034,2017
202,Cape Coast Metro,Cape Coast Metro,CAPE COAST METROPOLIS,201,Cape Coast,Cape Coast,Central,122448765.3,122,f,55,3977,2017
203,Abura / Asebu / Kwamankese,Abura / Asebu / Kwamankese,ABURA-ASEBU-KWAMANKESE,210,Abura Asebu Kwaman,Abura Asebu Kwaman,Central,376937143.7,377,f,55,2530,2017
204,Mfantsiman,Mfantsiman,MFANTSIMAN MUNICIPAL,208,Mfantsiman,Mfantsiman,Central,300896112.9,301,f,55,2624,2017
205,Ajumako-Enyan-Esiam,Ajumako-Enyan-Esiam,AJUMAKO-ENYAN-ESSIAM,211,Ajumako Enyan Esiam,Ajumako Enyan Esiam,Central,521648462.5,522,f,55,3403,2017
206,Gomoa West,Gomoa West,GOMOA WEST,215,Gomoa West,Gomoa West,Central,459020926.1,459,f,55,2446,2017
207,Effutu,Effutu,EFFUTU MUNICIPAL,204,Efutu,Efutu,Central,85311657.4,85,f,55,1584,2017
208,Gomoa East,Gomoa East,GOMOA EAST,214,Gomoa East,Gomoa East,Central,540444410.5,540,f,55,6251,2017
209,Awutu Senya,Awutu Senya,EWUTU SENYA,207,Awutu Senya,Awutu Senya,Central,244834959.8,245,f,55,1956,2017
210,Agona East,Agona East,AGONA EAST,206,Agona West,Agona West,Central,327742591.8,328,f,55,1985,2017
211,Agona West,Agona West,AGONA WEST MUNICIPAL,216,Agona East,Agona East,Central,356576354.4,357,f,55,2591,2017
212,Asikuma / Odoben / Brakwa,Asikuma / Odoben / Brakwa,ASIKUMA-ODOBEN BRAKWA,209,Asikuma Odoben Brakwa,Asikuma Odoben Brakwa,Central,773152892.2,773,f,55,2310,2017
213,Assin South,Assin South,ASSIN SOUTH,212,Assin South,Assin South,Central,1101526992,1102,f,55,2337,2017
214,Assin North,Assin North,ASSIN NORTH MUNICIPAL,203,Assin North,Assin North,Central,1005086903,1005,f,55,3272,2017
215,Twifo Ati-Morkwa,Twifo Ati-Morkwa,TWIFO-ATI MORKWA,217,Lower Denkyira,Lower Denkyira,Central,955573433.6,956,f,55,1315,2017
216,Upper Denkyira East,Upper Denkyira East,UPPER DENKYIRA EAST MUNICIPAL,205,Upper Denkyira East,Upper Denkyira East,Central,501941008.3,502,f,55,1386,2017
217,Upper Denkyira West,Upper Denkyira West,UPPER DENKYIRA WEST,213,Upper Denkyira West,Upper Denkyira West,Central,579020693.2,579,f,55,1295,2017
218,Twifo Lower Denkyira,Twifo Lower Denkyira,TWIFO-HEMAN-LOWER DENKYIRA,217,Lower Denkyira,Lower Denkyira,Central,575718403.1,576,f,55,786,2017
219,Ekumfi,Ekumfi,EKUMFI,208,Mfantsiman,Mfantsiman,Central,276934945.2,277,f,55,1780,2017
301,Ga South,Ga South,WEIJA (GA SOUTH) MUNICIPAL,110,Ga South,Ga South,Greater Accra,342400959.1,342,f,55,7563,2017
302,Ga West,Ga West,GA WEST MUNICIPAL,103,Ga West,Ga West,Greater Accra,300094166,300,f,55,5161,2017
303,Ga East,Ga East,GA EAST MUNICIPAL,104,Ga East,Ga East,Greater Accra,85819563.31,86,f,55,3095,2017
304,Accra Metropolis,Accra Metropolis,ACCRA METROPOLIS,102,AMA,AMA,Greater Accra,139934811.4,140,f,55,28911,2017
305,Adenta,Adenta,ADENTA MUNICIPAL,106,Adentan,Adentan,Greater Accra,78095443.02,78,f,55,1400,2017
306,Ledzokuku / Krowor,Ledzokuku / Krowor,LEDZOKUKU/KROWOR MUNICIPAL,105,Ledzokuku Krowor,Ledzokuku Krowor,Greater Accra,47670201.8,48,f,55,4791,2017
307,Ashaiman,Ashaiman,ASHAIMAN MUNICIPAL,107,Ashaiman,Ashaiman,Greater Accra,18584274.64,19,f,55,1456,2017
308,Tema Metropolis,Tema Metropolis,TEMA METROPOLIS,101,Tema,Tema,Greater Accra,87989718.17,88,f,55,4796,2017
309,Shai Osu Doku,Shai Osu Doku,SHAI OSUKOKU,116,Dangme West,Dangme West,Greater Accra,970571457.7,971,f,55,940,2017
310,Ada East,Ada East,ADA EAST,112,Dangme East,Dangme East,Greater Accra,290596380.6,291,f,55,1366,2017
311,Ga Central Municipal,Ga Central Municipal,GA CENTRAL MUNICIPAL,103,Ga West,Ga West,Greater Accra,49083082.5,49,f,55,1716,2017
312,La Dade Kotopon,La Dade Kotopon,LA DADE KOTOPON MUNICIPAL,102,AMA,AMA,Greater Accra,36102589.04,36,f,55,6236,2017
313,La Nkwantanang Madina,La Nkwantanang Madina,LA NKWANTANG MADINA MUNICIPAL,104,Ga East,Ga East,Greater Accra,71023483.95,71,f,55,1968,2017
314,Kpone Katamanso,Kpone Katamanso,KPONE KATAMANSO,101,Tema,Tema,Greater Accra,240351931.1,240,f,55,3751,2017
315,Ningo Prampram,Ningo Prampram,NA,116,Dangme West,Dangme West,Greater Accra,623648974,624,f,55,1354,2017
316,Ada West,Ada West,ADA WEST,112,Dangme East,Dangme East,Greater Accra,324575036.8,325,f,55,1260,2017
401,South Tongu,South Tongu,SOUTH TONGU,606,Tongu South,Tongu South,Volta,645458417.9,645,f,55,2232,2017
402,Keta Municipal,Keta Municipal,KETA MUNICAPAL,601,Keta,Keta,Volta,755488142.9,755,f,55,3295,2017
403,Ketu South,Ketu South,KETU SOUTH,613,Ketu South,Ketu South,Volta,279272691.5,279,f,55,3228,2017
404,Ketu North,Ketu North,KETU NORTH,609,Ketu North,Ketu North,Volta,425156237,425,f,55,2260,2017
405,Akatsi South,Akatsi South,AKATSI,621,Akatsi,Akatsi,Volta,537634608.8,538,f,55,2306,2017
406,Central Tongu,Central Tongu,CENTRAL TONGU,620,Tongu North,Tongu North,Volta,684149014.7,684,f,55,1419,2017
407,Agotime Ziope,Agotime Ziope,AGOTIME ZIOPE,624,Adaklu Anyigbe,Adaklu Anyigbe,Volta,316587473.3,317,f,55,491,2017
409,South Dayi,South Dayi,SOUTH DAYI,607,Dayi South,Dayi South,Volta,359107273.1,359,f,55,1038,2017
410,Kpando Municipal,Kpando Municipal,KPANDAI MUNICIPAL,603,Dayi North,Dayi North,Volta,314850741.2,315,f,55,1151,2017
411,Hohoe Municipal,Hohoe Municipal,HOHOE MUNICIPAL,602,Hohoe,Hohoe,Volta,686027991.1,686,f,55,4090,2017
412,Biakoye,Biakoye,BIAKOYE,611,Biakoye,Biakoye,Volta,1108666245,1109,f,55,1805,2017
413,Jasikan,Jasikan,JASIKAN,614,Jasikan,Jasikan,Volta,557320755.9,557,f,55,801,2017
415,Krachi East,Krachi East,KRACHI EAST,608,Krachi East,Krachi East,Volta,2765968670,2766,f,55,2744,2017
416,Krachi West,Krachi West,KRACHI WEST,617,Krachi West,Krachi West,Volta,930279353.8,930,f,55,1016,2017
417,Nkwanta South,Nkwanta South,NKWANTA SOUTH,612,Nkwanta South,Nkwanta South,Volta,2740257364,2740,f,55,2509,2017
418,Nkwanta North,Nkwanta North,NKWANTA NORTH,610,Nkwanta North,Nkwanta North,Volta,1101566407,1102,f,55,1615,2017
419,North Tongu,North Tongu,NORTH TONGU,620,Tongu North,Tongu North,Volta,1134473722,1134,f,55,1771,2017
420,Akatsi North,Akatsi North,AKATSI NORTH,612,Nkwanta South,Nkwanta South,Volta,315139446.2,315,f,55,792,2017
421,Adaklu,Adaklu,ADAKLU,624,Adaklu Anyigbe,Adaklu Anyigbe,Volta,803051559.1,803,f,55,923,2017
422,Ho West,Ho West,HO WEST,604,Ho,Ho,Volta,1005360206,1005,f,55,2701,2017
423,Afadzato South,Afadzato South,AFADZATO SOUTH,602,Hohoe,Hohoe,Volta,554472012.7,554,f,55,3066,2017
424,North Dayi,North Dayi,NORTH DAYI,603,Dayi North,Dayi North,Volta,463881819.8,464,f,55,1030,2017
425,Krachi Nchumuru,Krachi Nchumuru,KRACHI NCHUMURU,617,Krachi West,Krachi West,Volta,1197285174,1197,f,55,1810,2017
501,Birim South,Birim South,BIRIM SOUTH,417,Birim South,Birim South,Eastern,726622860.2,727,f,55,3531,2017
502,Birim Municipal,Birim Municipal,BIRIM MUNICIPAL,402,Birim Central,Birim Central,Eastern,525742871.7,526,f,55,2777,2017
503,West Akim,West Akim,WEST AKIM MUNICIPAL,409,Akim West,Akim West,Eastern,475635514.8,476,f,55,2267,2017
504,Suhum Municipal,Suhum Municipal,SUHUM MUNICIPAL,408,Suhum Kraboa Coaltar,Suhum Kraboa Coaltar,Eastern,359574547.5,360,f,55,1459,2017
505,Nsawam Adoagyiri,Nsawam Adoagyiri,NSAWAM ADOAGYIRI MUNICIPAL,420,Akwapim South,Akwapim South,Eastern,175270150.8,175,f,55,1184,2017
506,Akwapem North,Akwapem North,AKWAPEM NORTH,405,Akwapim North,Akwapim North,Eastern,614340363.2,614,f,55,3272,2017
507,New Juaben Municipal,New Juaben Municipal,NEW JUABEN MUNICIPAL,401,New Juaben,New Juaben,Eastern,159982397.2,160,f,55,3960,2017
508,Yilo Krobo,Yilo Krobo,YILO KROBO,410,Yilo Krobo,Yilo Krobo,Eastern,484354059,484,f,55,1588,2017
509,Lower Manya,Lower Manya,LOWER MANYA-KROBO,406,Lower Manya Krobo,Lower Manya Krobo,Eastern,304998793.2,305,f,55,1543,2017
510,Asuogyaman,Asuogyaman,ASUOGYAMAN,412,Asuogyaman,Asuogyaman,Eastern,767586617.5,768,f,55,2136,2017
511,Upper Manya,Upper Manya,UPPER MANYA-KROBO,416,Upper Manya Krobo,Upper Manya Krobo,Eastern,860792140.4,861,f,55,1386,2017
512,Fanteakwa,Fanteakwa,FANTEAKWA,411,Fanteakwa,Fanteakwa,Eastern,1100600338,1101,f,55,2246,2017
513,East Akim,East Akim,EAST AKIM MUNICIPAL,404,Akim East,Akim East,Eastern,509107487.8,509,f,55,3418,2017
514,Kwaebibirem,Kwaebibirem,KWAEBIBIREM,422,Kwaebibirem,Kwaebibirem,Eastern,804352017.1,804,f,55,1991,2017
515,Akyem Mansa,Akyem Mansa,AKYEMANSA,418,Akyemansa,Akyemansa,Eastern,612280259.9,612,f,55,2043,2017
516,Birim North,Birim North,BIRIM NORTH,419,Birim North,Birim North,Eastern,566998376.6,567,f,55,1934,2017
517,Atiwa,Atiwa,ATIWA,414,Atiwa,Atiwa,Eastern,1166836621,1167,f,55,3033,2017
518,Kwahu West,Kwahu West,KWAHU WEST MUNICIPAL,403,Kwahu West,Kwahu West,Eastern,401371708.5,401,f,55,1692,2017
519,Kwahu South,Kwahu South,KWAHU SOUTH,413,Kwahu South,Kwahu South,Eastern,796894394.4,797,f,55,1519,2017
520,Kwahu East,Kwahu East,KWAHU EAST,415,Kwahu East,Kwahu East,Eastern,624016127.9,624,f,55,1301,2017
521,Kwahu Afram Plains North,Kwahu Afram Plains North,KWAHU AFRAM PLAINS NORTH,423,Kwahu North,Kwahu North,Eastern,2346311789,2346,f,55,2079,2017
522,Upper West Akim,Upper West Akim,UPPER WEST AKIM,409,Akim West,Akim West,Eastern,342793960.2,343,f,55,1929,2017
523,Akwapem South,Akwapem South,AKWAPEM SOUTH,420,Akwapim South,Akwapim South,Eastern,224539878,225,f,55,1020,2017
524,Ayensuano,Ayensuano,AYENSUANO,408,Suhum Kraboa Coaltar,Suhum Kraboa Coaltar,Eastern,499771116.8,500,f,55,1624,2017
525,Denkyembour,Denkyembour,DENKYEMBOUR,422,Kwaebibirem,Kwaebibirem,Eastern,436728895.4,437,f,55,1565,2017
526,Kwahu Afram Plains South,Kwahu Afram Plains South,KWAHU AFRAM PLAINS SOUTH,423,Kwahu North,Kwahu North,Eastern,3100130372,3100,f,55,2956,2017
601,Atwima Mponua,Atwima Mponua,ATWIMA MPONUA,518,Atwima Mponua,Atwima Mponua,Ashanti,1882299756,1882,f,55,2041,2017
602,Amansie West,Amansie West,AMANSIE WEST,512,Amansie West,Amansie West,Ashanti,1230683968,1231,f,55,2258,2017
603,Amansie Central,Amansie Central,AMANSIE CENTRAL,517,Amansie Central,Amansie Central,Ashanti,849546248.2,850,f,55,1210,2017
604,Adansi South,Adansi South,ADANSI SOUTH,515,Adansi South,Adansi South,Ashanti,1328606202,1329,f,55,2194,2017
605,"Obuasi, Ashanti",Obuasi Municipal,OBUASI MUNICIPAL,502,Obuasi,Obuasi,Ashanti,220695241.8,221,f,55,1881,2017
606,Adansi North,Adansi North,ADANSI NORTH,516,Adansi North,Adansi North,Ashanti,853914797.6,854,f,55,1647,2017
